Remote Browser Emulator for TPC-W.
  ECE 902  Fall '99
  Version 1.5
System's current path is /root/loadtest
rt:0.16,through:1.8,tt:0.4,num_interact:27,Intrvl:15,num_users:1,errors:0
rt:2.3,through:5.67,tt:0.28,num_interact:85,Intrvl:15,num_users:20,errors:0
rt:7.98,through:5.07,tt:0.42,num_interact:76,Intrvl:15,num_users:80,errors:0
rt:12.22,through:6.93,tt:0.35,num_interact:104,Intrvl:15,num_users:120,errors:0
rt:16.12,through:7,tt:0.38,num_interact:105,Intrvl:15,num_users:180,errors:0
rt:18.52,through:6.73,tt:0.45,num_interact:101,Intrvl:15,num_users:240,errors:0
rt:23.72,through:6.73,tt:0.5,num_interact:101,Intrvl:15,num_users:280,errors:0
rt:31.14,through:6.73,tt:0.39,num_interact:101,Intrvl:15,num_users:310,errors:0
rt:36.9,through:6.73,tt:0.34,num_interact:101,Intrvl:15,num_users:370,errors:13
rt:42.74,through:6.13,tt:0.39,num_interact:92,Intrvl:15,num_users:440,errors:4
rt:45.45,through:6.53,tt:0.39,num_interact:98,Intrvl:15,num_users:484,errors:8
rt:50.67,through:6.8,tt:0.43,num_interact:102,Intrvl:15,num_users:487,errors:0
rt:62.42,through:6.13,tt:0.4,num_interact:92,Intrvl:15,num_users:479,errors:4
rt:63.21,through:6.53,tt:0.49,num_interact:98,Intrvl:15,num_users:574,errors:10
rt:69.58,through:6.4,tt:0.44,num_interact:96,Intrvl:15,num_users:500,errors:3
rt:70.63,through:5.73,tt:0.35,num_interact:86,Intrvl:15,num_users:458,errors:2
rt:69.9,through:6.33,tt:0.35,num_interact:95,Intrvl:15,num_users:409,errors:22
rt:70.08,through:3.93,tt:0.34,num_interact:59,Intrvl:15,num_users:426,errors:6
rt:85.25,through:2.67,tt:0.25,num_interact:40,Intrvl:15,num_users:494,errors:2
rt:83.69,through:4.87,tt:0.42,num_interact:73,Intrvl:15,num_users:515,errors:5
rt:81.29,through:4.2,tt:0.37,num_interact:63,Intrvl:15,num_users:489,errors:3
rt:89.42,through:6.27,tt:0.41,num_interact:94,Intrvl:15,num_users:444,errors:14
rt:91.34,through:5.93,tt:0.38,num_interact:89,Intrvl:15,num_users:454,errors:9
rt:86.34,through:4.6,tt:0.39,num_interact:69,Intrvl:15,num_users:512,errors:3
rt:83.77,through:4.67,tt:0.39,num_interact:70,Intrvl:15,num_users:487,errors:7
rt:87.3,through:6.47,tt:0.4,num_interact:97,Intrvl:15,num_users:462,errors:6
rt:76.29,through:5.47,tt:0.38,num_interact:82,Intrvl:15,num_users:448,errors:0
rt:89.75,through:6.07,tt:0.35,num_interact:91,Intrvl:15,num_users:466,errors:9
rt:80.85,through:4.87,tt:0.35,num_interact:73,Intrvl:15,num_users:479,errors:9
rt:78.36,through:4.2,tt:0.26,num_interact:63,Intrvl:15,num_users:431,errors:0
rt:79.55,through:5.93,tt:0.29,num_interact:89,Intrvl:15,num_users:413,errors:16
rt:77.84,through:5.8,tt:0.4,num_interact:87,Intrvl:15,num_users:435,errors:8
rt:75.2,through:4.47,tt:0.38,num_interact:67,Intrvl:15,num_users:484,errors:2
rt:85.5,through:5.87,tt:0.29,num_interact:88,Intrvl:15,num_users:483,errors:14
rt:71.03,through:5.73,tt:0.29,num_interact:86,Intrvl:15,num_users:515,errors:5
rt:78.49,through:6,tt:0.41,num_interact:90,Intrvl:15,num_users:461,errors:0
rt:82.54,through:6.07,tt:0.43,num_interact:91,Intrvl:15,num_users:470,errors:12
rt:72.91,through:4.6,tt:0.36,num_interact:69,Intrvl:15,num_users:416,errors:4
rt:86.04,through:5.33,tt:0.3,num_interact:80,Intrvl:15,num_users:454,errors:1
rt:77.88,through:5.47,tt:0.34,num_interact:82,Intrvl:15,num_users:480,errors:21
rt:71.3,through:4.6,tt:0.36,num_interact:69,Intrvl:15,num_users:487,errors:5
rt:77.96,through:5.6,tt:0.37,num_interact:84,Intrvl:15,num_users:561,errors:11
rt:80.57,through:6.27,tt:0.45,num_interact:94,Intrvl:15,num_users:455,errors:11
rt:81.22,through:3.87,tt:0.28,num_interact:58,Intrvl:15,num_users:400,errors:4
rt:88.86,through:4.53,tt:0.28,num_interact:68,Intrvl:15,num_users:381,errors:9
rt:93.55,through:4.6,tt:0.32,num_interact:69,Intrvl:15,num_users:517,errors:3
rt:85.07,through:3.93,tt:0.31,num_interact:59,Intrvl:15,num_users:536,errors:6
rt:92.54,through:5,tt:0.36,num_interact:75,Intrvl:15,num_users:475,errors:10
rt:81.2,through:5.93,tt:0.36,num_interact:89,Intrvl:15,num_users:500,errors:5
rt:81.02,through:5.13,tt:0.36,num_interact:77,Intrvl:15,num_users:472,errors:1
rt:72.52,through:7.2,tt:0.33,num_interact:108,Intrvl:15,num_users:452,errors:10
rt:52.61,through:8.4,tt:0.33,num_interact:126,Intrvl:15,num_users:347,errors:7
rt:43.67,through:11,tt:0.34,num_interact:165,Intrvl:15,num_users:426,errors:0
rt:43.34,through:10.07,tt:0.36,num_interact:151,Intrvl:15,num_users:389,errors:12
rt:41.57,through:11.53,tt:0.44,num_interact:173,Intrvl:15,num_users:385,errors:2
rt:29.33,through:12,tt:0.35,num_interact:180,Intrvl:15,num_users:392,errors:2
rt:33.11,through:12.8,tt:0.31,num_interact:192,Intrvl:15,num_users:553,errors:21
rt:43.44,through:8.33,tt:0.32,num_interact:125,Intrvl:15,num_users:375,errors:0
rt:36.79,through:10.67,tt:0.35,num_interact:160,Intrvl:15,num_users:391,errors:12
rt:32.7,through:9.47,tt:0.37,num_interact:142,Intrvl:15,num_users:379,errors:12
rt:34.42,through:11.67,tt:0.35,num_interact:175,Intrvl:15,num_users:431,errors:0
rt:38.61,through:10.33,tt:0.34,num_interact:155,Intrvl:15,num_users:356,errors:14
rt:32.79,through:12.6,tt:0.38,num_interact:189,Intrvl:15,num_users:458,errors:1
rt:30.62,through:11.07,tt:0.36,num_interact:166,Intrvl:15,num_users:407,errors:17
rt:38.38,through:10.07,tt:0.34,num_interact:151,Intrvl:15,num_users:371,errors:11
rt:29.82,through:10.87,tt:0.36,num_interact:163,Intrvl:15,num_users:342,errors:0
rt:26.41,through:10.07,tt:0.36,num_interact:151,Intrvl:15,num_users:273,errors:12
rt:28.71,through:10.27,tt:0.29,num_interact:154,Intrvl:15,num_users:554,errors:1
